,Genre Code,Release Year,Artist Gender,Artist Age,Signal Magnitude,Spectral Centroid,Spectral Flux,MFCC,Tempo,Pitch,Intensity
에디킴_내 입술 따뜻한 커피처럼 (Feat 이성경) (Prod by 박근태),116,2016,0,28,0.268025,2163.00085,1.546931517,2.789404514,172.265625,6.44003,0.272336
에디킴_이쁘다니까,24,2016,0,28,0.335185,2210.737263,1.339454265,-2.391007101,103.359375,12.7655,0.232887
에디킴_팔당댐 (Feat 빈지노),3,2016,0,28,0.40017,2472.086864,1.644612946,4.477849031,117.4538352,12.8985,0.309017
"에릭남 & 소미_유후 (You, Who)",116,2017,0,30,0.473891,2753.671766,1.310312176,3.188268219,95.703125,20.3826,0.290149
에릭남 & 웬디_봄인가 봐 (Spring Love),116,2016,0,30,0.353634,1948.097786,1.420255151,0.606930691,161.4990234,8.03058,0.27636
에릭남_Good For You,3,2016,0,30,0.348934,2090.385455,1.225043677,1.898957957,86.1328125,9.17858,0.284389
에릭남_괜찮아 괜찮아,116,2015,0,30,0.412456,2189.487087,1.168835845,1.463957159,135.9991776,11.9873,0.274671
에릭남_못참겠어 (Feat 로꼬),3,2016,0,30,0.441604,2822.772003,1.427674311,5.883202413,123.046875,28.9035,0.359904
에일리 (Ailee)_If You,116,2016,1,29,0.396044,2341.458119,1.447509969,3.832939066,161.4990234,17.0056,0.281564
에일리 (Ailee)_Johnny (쟈니),13,2015,1,29,0.343098,2774.73955,1.398939074,3.49882766,117.4538352,21.6692,0.285665
에일리 (Ailee)_그대도 같은가요,24,2015,1,29,0.389375,1836.854298,1.114627423,-0.820278645,129.1992188,10.6311,0.257776
에일리 (Ailee)_너나 잘해,3,2015,1,29,0.54682,2670.436016,1.439932229,5.191895102,107.6660156,47.3415,0.292299
에일리 (Ailee)_첫눈처럼 너에게 가겠다,24,2017,1,29,0.33482,1941.026918,1.108460247,0.189570564,135.9991776,14.6153,0.221999
에픽하이 (Epik High)_내 마음 들리나요 (Feat 이하이),24,2016,0,37,0.324172,1771.731586,1.253469653,0.355062681,95.703125,14.2262,0.22046
엠씨더맥스 (M.C THE MAX)_One Love,17,2002,0,37,0.328575,2192.733202,1.042087933,2.162961026,135.9991776,18.2473,0.209794
엠씨더맥스 (M.C THE MAX)_그 남잔 말야,24,2015,0,37,0.302542,2187.234376,1.100250071,-2.951614297,161.4990234,12.2978,0.217091
엠씨더맥스 (M.C THE MAX)_그대 그대 그대,116,2016,0,37,0.2834,2127.592843,1.059547652,-0.228760574,143.5546875,13.7304,0.215141
"엠씨더맥스 (M.C THE MAX)_그대, 바람이 되어",24,2016,0,37,0.244251,2197.926531,1.082588523,-1.847139572,135.9991776,13.27,0.173021
엠씨더맥스 (M.C THE MAX)_그대가 분다,116,2014,0,37,0.23656,2156.802179,1.067400836,-3.935194217,143.5546875,12.3491,0.17765
엠씨더맥스 (M.C THE MAX)_어디에도,116,2016,0,37,0.287296,2154.509805,1.112940523,-2.325490412,129.1992188,12.3412,0.199783
엠씨더맥스 (M.C THE MAX)_행복하지 말아요,17,2004,0,37,0.23319,1933.826013,1.117706587,0.380786747,143.5546875,12.1464,0.15478
여은 (멜로디데이)_이젠 잊기로 해요,24,2016,1,28,0.443407,2136.212776,1.14711328,2.819006981,95.703125,13.154,0.290238
여자친구 (GFRIEND)_FINGERTIP,3,2017,1,21,0.583001,3238.128698,1.392232561,5.630602528,123.046875,47.6839,0.316414
여자친구 (GFRIEND)_너 그리고 나 (NAVILLERA),3,2016,1,21,0.578259,3394.411368,1.277285033,5.968532343,123.046875,35.3715,0.348988
여자친구 (GFRIEND)_시간을 달려서 (Rough),3,2016,1,21,0.49912,2769.217315,1.32502548,4.933153933,112.3471467,27.1028,0.31315
여자친구 (GFRIEND)_오늘부터 우리는 (Me gustas tu),3,2015,1,21,0.555436,2602.587694,1.350847773,6.02384935,107.6660156,28.9498,0.353425
여자친구 (GFRIEND)_유리구슬 (Glass Bead),3,2015,1,21,0.457868,2594.746833,1.343324277,5.179279586,112.3471467,28.1797,0.293987
오대천왕 (정형돈 & 밴드 혁오)_멋진헛간,3,2015,0,32,0.566715,2167.913851,1.187464366,6.190198115,117.4538352,27.4364,0.323904
오혁_소녀,24,2015,0,25,0.166076,1314.805581,1.12984951,-1.445255982,129.1992188,5.76594,0.170994
올티 (Olltii)_설레 (Feat 백예린 of 15&),15,2015,0,22,0.376181,2618.983715,1.896887641,0.064258837,89.10290948,22.9889,0.277413
용준형_그대로일까 (Feat 헤이즈),14,2017,0,29,0.307475,2453.651136,1.446782463,3.71335962,135.9991776,19.1945,0.269547
원더걸스_I Feel You,3,2015,1,28,0.308881,3012.60771,1.558098491,6.58256814,117.4538352,23.6293,0.299492
원더걸스_Why So Lonely,3,2016,1,28,0.353003,2314.144927,1.483861556,4.498936199,151.9990809,19.7906,0.254081
월하소년 (月下少年)_I Know You Know,3,2017,0,20,0.428995,2411.632864,1.616090934,3.423675801,117.4538352,15.6141,0.32427
웬디 & 슬기_밀지마 (Original Ver),24,2016,1,24,0.410807,2540.038109,1.217390764,1.653326692,161.4990234,22.8002,0.23568
유승우_너만이 (Feat 헤이즈),131,2016,0,21,0.373461,2604.542813,1.414572039,5.578339748,117.4538352,15.8831,0.328781
유승우_선 (Feat 우효) (457cm),131,2016,0,21,0.241483,2226.317569,1.479900904,0.200180582,92.28515625,12.2,0.201911
유승우_예뻐서 (Feat 루이 of 긱스) (You're Beautiful),131,2015,0,21,0.295283,2120.811095,1.512962765,2.153199307,103.359375,15.6923,0.251478
유재석 & EXO_Dancing King,3,2016,0,46,0.446371,3006.517143,1.493862437,5.403710858,129.1992188,42.0819,0.276866
유재석 & 도끼 (Dok2)_처럼 (Feat 이하이),15,2016,0,46,0.256972,2059.420131,1.385002089,-0.078102499,95.703125,20.284,0.195859
유재환 & 김예림 (투개월)_커피 (Prod by G-Park 박명수),98,2015,0,27,0.464808,2308.878393,1.276731459,3.691215406,129.1992188,26.0294,0.312958
윤미래_ALWAYS,24,2016,1,37,0.415427,1824.349251,1.010035745,2.25851757,129.1992188,12.8178,0.260193
윤미래_너의 얘길 들어줄게,24,2015,1,37,0.348735,1603.557837,1.066233113,0.611731848,135.9991776,9.41748,0.249893
윤종신_좋니,116,2017,0,49,0.394871,1921.973418,1.120491656,2.013949887,151.9990809,18.2064,0.245684
윤하 (Younhaユンナ)_널 생각해 (Prod by 이찬혁 of 악동뮤지션),116,2015,1,30,0.293681,2239.698453,1.398830448,0.737633314,99.38401442,12.5351,0.220873
으뜨거따시 (하하 & 자이언티)_스폰서 ($ponsor),3,2015,0,30,0.325727,2457.57962,1.672083819,1.477950033,117.4538352,20.8483,0.275613
이문세_봄바람 (Feat 나얼),80,2015,0,59,0.447939,1991.693823,1.273282403,5.109809306,123.046875,18.0855,0.285819
이승기_그리고 안녕,116,2015,0,31,0.331729,1806.230297,1.086858431,3.155011767,135.9991776,9.12641,0.26215
이유 갓지(GOD G) 않은 이유 (박명수 & 아이유)_레옹,3,2015,2,30,0.354174,2425.027744,1.591673039,6.789002711,107.6660156,12.6132,0.329685
이적_걱정말아요 그대,24,2015,0,44,0.256281,1359.903235,1.176364422,-1.232273487,135.9991776,6.33786,0.214384
이정_나를 슬프게 하는 사람들 (노래왕 퉁키),13,2015,0,37,0.377283,2231.555001,1.107573673,-0.734883117,117.4538352,24.9032,0.225189
이하이_MY STAR,42,2016,1,22,0.364947,2625.348774,1.488086331,4.390998676,117.4538352,20.0003,0.261137
이하이_WORLD TOUR (비행) (Feat MINO of WINNER),42,2016,1,22,0.34318,2642.657651,1.593261836,3.292197728,99.38401442,33.1737,0.243272
이하이_손잡아 줘요,42,2016,1,22,0.326335,2499.212369,1.51439384,-1.479855528,112.3471467,21.3269,0.212846
이하이_안봐도 비디오 (Feat BOBBY),42,2016,1,22,0.282089,2326.607321,1.401072013,-2.492882161,107.6660156,21.9593,0.188509
이하이_한숨,42,2016,1,22,0.183883,1881.926963,1.016425158,-8.202479165,123.046875,11.3374,0.121987
인크레더블 & 타블로 & 지누션_오빠차,15,2015,0,38,0.32902,2707.431459,1.72387146,6.317169099,117.4538352,17.8766,0.324011
인피니트 (Infinite)_Bad,3,2015,0,27,0.389249,2478.884026,1.420463886,5.82239272,99.38401442,19.1529,0.312935
인피니트 (Infinite)_태풍 (The Eye),3,2016,0,27,0.348633,2651.351544,1.393806627,5.312069691,117.4538352,23.6653,0.297736
임창정_내가 저지른 사랑,116,2016,0,45,0.424467,1965.000767,1.103253127,1.66373982,129.1992188,11.9108,0.284881
임창정_노래 한번 할게요,116,2016,0,45,0.356336,1807.445769,1.123697353,-0.054519977,161.4990234,10.3916,0.262017
임창정_또 다시 사랑,116,2015,0,45,0.358584,1964.762747,1.11073381,-1.119745219,135.9991776,16.9857,0.213402
자메즈 & 앤덥 & MINO_거북선 (Feat 팔로알토),15,2015,0,27,0.368613,2653.052402,1.886297997,4.854254048,112.3471467,25.9124,0.330164
장범준_그녀가 곁에 없다면 (결혼 행진곡을 활용한 신곡),17,2016,0,29,0.236674,1583.847886,1.209325355,-5.879125572,135.9991776,10.7383,0.144168
장범준_봄비,17,2016,0,29,0.2013,1529.270323,1.320072023,0.773702903,112.3471467,6.62159,0.168362
장범준_빗속으로,17,2016,0,29,0.250493,1726.405361,1.405146774,1.995665517,117.4538352,7.57422,0.202437
장범준_사랑에 빠져요 (금세 사랑에 빠지는),17,2016,0,29,0.34241,2431.384694,1.5489914,5.073450063,117.4538352,18.788,0.259042
장범준_사랑에 빠졌죠 (당신만이),17,2016,0,29,0.250734,1660.937861,1.358311027,-0.702195228,117.4538352,9.19711,0.169531
장범준_회상,24,2016,0,29,0.201717,1778.526089,1.151538099,0.68039348,112.3471467,8.40699,0.174291
장재인_환청 (Feat 나쑈 (NaShow)),24,2015,1,27,0.252212,1898.058432,1.249986771,2.739353972,135.9991776,13.9129,0.214594
田馥甄_小幸運,13,2016,1,35,0.19923,2246.966905,1.172069177,-3.549498009,151.9990809,11.4485,0.144796
정바스_닮아 (With 슬로(Sllo) 제이형 Of 타코앤제이형),131,2015,0,27,0.322036,1942.647946,1.594832398,-0.612306233,92.28515625,10.6627,0.248507
정승환 & 박윤하_슬픔 속에 그댈 지워야만 해,116,2015,0,22,0.119569,1513.176016,0.962063457,-9.324992412,117.4538352,6.43266,0.0857171
정승환_너였다면,24,2016,0,22,0.316817,1957.80263,1.157918285,0.762767396,135.9991776,9.3411,0.229137
정승환_이 바보야,116,2016,0,22,0.216518,1685.86854,0.978235441,-3.820200424,129.1992188,9.66539,0.150985
정용화 (Jung Yong Hwa)_어느 멋진 날,116,2015,0,29,0.346583,1655.960751,1.046953546,2.663191147,143.5546875,9.62737,0.249491
정은지_너란 봄 (Feat 하림),80,2017,1,25,0.355702,2267.249211,1.304393109,3.114339954,89.10290948,10.9024,0.286104
정은지_하늘바라기 (Feat 하림),116,2016,1,25,0.358294,2411.174961,1.379229172,4.893791702,92.28515625,10.9923,0.313942
정준영_공감 (Feat 서영은),116,2016,0,29,0.362745,1904.123092,1.139151233,0.178681059,135.9991776,14.5733,0.22733
정준일_바램,131,2017,0,35,0.214874,1886.730876,1.060386966,-1.524007775,129.1992188,10.5286,0.155459
정준일_안아줘,116,2011,0,35,0.183227,1720.029142,1.108750957,-2.404745878,135.9991776,8.37071,0.148717
정준일_첫 눈,24,2017,0,35,0.277035,1851.505947,1.104465911,-3.573947816,129.1992188,8.42279,0.223432
정준하 & 지코 (Zico)_지칠 때면 (Feat 김종완 of Nell),15,2016,0,47,0.316582,2324.513574,1.524682304,-2.511516064,161.4990234,25.1947,0.211193
정키(Jung Key)_부담이 돼 (Feat 휘인 of 마마무),116,2017,0,32,0.213423,2340.207215,1.091174059,-1.694030941,135.9991776,14.2664,0.157638
제시 & 치타 & 강남_My Type (Prod by 버벌진트),15,2015,1,30,0.356738,2893.06819,1.603322214,6.253487469,103.359375,22.7523,0.289724
제시_Unpretty Dreams (Prodby GRAY),15,2015,1,30,0.361869,2371.084758,1.699143909,2.631132477,112.3471467,25.3995,0.301424
젝스키스_세 단어,116,2016,0,39,0.356897,2326.809601,1.387912745,4.335917794,143.5546875,16.028,0.281635
젝스키스_아프지 마요,116,2017,0,39,0.347775,2486.202649,1.41472652,4.164832617,143.5546875,15.169,0.271117
존 박_네 생각,116,2016,0,30,0.339915,2102.11907,1.434947683,0.341753869,151.9990809,20.2554,0.203027
종현 (JONGHYUN)_Lonely (Feat 태연),42,2017,0,28,0.311774,2101.263802,1.196819137,0.077971862,117.4538352,9.45827,0.23641
종현 (JONGHYUN)_데자-부 (Deja-Boo) (Feat ZionT),3,2015,0,28,0.378485,2548.044294,1.697915319,2.949503481,107.6660156,21.3567,0.297535
지누션_한번 더 말해줘 (Feat 장한나),3,2015,0,47,0.291851,2590.765792,1.698122038,6.700134827,117.4538352,19.0535,0.316643
지민 & 슬옹_시작이 좋아 2015 (Prod By 버벌진트),15,2015,0,23,0.31908,2556.516868,1.71097255,2.737676536,89.10290948,15.6093,0.286495
지민 & 아이언_Puss (Prodby 라이머),15,2015,0,23,0.303886,2896.866623,1.647621144,3.648878734,99.38401442,32.1595,0.29572
지민 (AOA)_야 하고 싶어 (Feat 시우민 of EXO),3,2016,0,23,0.31214,3033.901315,1.419520735,5.527951546,117.4538352,16.7499,0.295779
지아 (Zia)_가끔,24,2015,1,32,0.28673,2071.919393,1.142901184,0.137458422,135.9991776,14.2278,0.208544
지코 (ZICO) & 소진 (걸스데이)_아프다,24,2015,0,26,0.339118,2062.475912,1.363672059,2.64557737,86.1328125,12.1716,0.257149
지코 (Zico)_ANTI (Feat GSoul),15,2017,0,26,0.248798,2630.834648,1.77813471,5.787607033,151.9990809,21.7461,0.272962
지코 (Zico)_Artist,15,2017,0,26,0.348355,2864.59443,1.956262432,0.230385082,117.4538352,28.6651,0.273844
지코 (Zico)_BERMUDA TRIANGLE (Feat Crush & DEAN),15,2016,0,26,0.384442,2775.023505,1.630749027,5.44913641,89.10290948,31.2915,0.290561
지코 (Zico)_Boys And Girls (Feat Babylon),15,2015,0,26,0.376804,2611.43116,1.725423245,5.610211823,103.359375,22.8464,0.338761
지코 (Zico)_FANXY CHILD (Feat FANXY CHILD),15,2017,0,26,0.252233,2698.022629,1.898033745,2.005095246,143.5546875,31.4217,0.300822
지코 (Zico)_She's a Baby,42,2017,0,26,0.168812,2046.666627,1.630967243,-3.629458489,151.9990809,13.4059,0.179802
지코 (Zico)_날 (Feat JTONG),15,2015,0,26,0.462894,2721.825706,1.601785462,3.636938601,161.4990234,36.6235,0.312044
지코 (Zico)_너는 나 나는 너,14,2016,0,26,0.276442,2309.258721,1.538895048,2.170718784,95.703125,15.3415,0.227791
지코 (Zico)_말해 Yes Or No (Feat PENOMECO & The Quiett),15,2015,0,26,0.320105,2611.820411,1.809649712,6.971079634,129.1992188,19.6112,0.328541
지코 (Zico)_사랑이었다 (Feat 루나 of f(x)),14,2016,0,26,0.299836,1949.598241,1.16906049,1.834498808,161.4990234,9.97807,0.243495
지코 (Zico)_유레카 (Feat ZionT),15,2015,0,26,0.385184,2919.01842,1.781849739,4.890826069,89.10290948,29.1231,0.32844
지코 (Zico)_천재 (Behind the scene),15,2017,0,26,0.324321,2183.966626,1.7246304,2.234218659,103.359375,19.4749,0.272589
찬열 & 펀치 (Punch)_Stay With Me,24,2016,0,26,0.328528,2120.076419,1.209456794,4.305944893,123.046875,11.5561,0.280774
창모 (CHANGMO)_마에스트로 (Maestro),7,2016,0,24,0.369391,2602.879024,1.835616405,-6.697567488,112.3471467,20.3098,0.235287
창모 (CHANGMO)_아름다워,7,2016,0,24,0.264331,2299.941725,1.490955601,-3.042190717,89.10290948,18.3961,0.209229
청하_Why Don't You Know (Feat 넉살),3,2017,1,22,0.42341,2858.375114,1.565550543,3.760290009,99.38401442,27.0129,0.332256
첸 & 백현 & 시우민 (EXO)_너를 위해,24,2016,0,26,0.439682,2272.600295,1.263540302,3.454689611,151.9990809,18.6069,0.282775
첸 (CHEN) & 펀치 (Punch)_Everytime,24,2016,0,26,0.449331,2150.414579,1.251732598,3.025574007,89.10290948,20.6349,0.267471
첸 (CHEN) & 헤이즈 & 바이브_썸타 (Lil' Something),3,2016,0,26,0.410839,2438.177831,1.587414723,4.19261516,117.4538352,17.6176,0.292592
치타 & 에일리 (Ailee)_아무도 모르게 (Prod By MC몽),15,2015,1,28,0.369934,2362.768145,1.627852538,4.278955185,89.10290948,25.2302,0.258996
치타 (CHEETAH)_Coma 07' (Prodby DJ Juice & DTheo),15,2015,1,28,0.425954,2573.321116,1.544339539,5.443982356,143.5546875,35.8983,0.262491
케이윌 (K.Will)_꽃이 핀다,116,2015,0,37,0.297055,1887.097918,1.059475858,0.353214951,135.9991776,11.3852,0.21749
케이윌 (K.Will)_녹는다,24,2016,0,37,0.28836,1951.656456,1.301748939,2.035022661,107.6660156,11.9096,0.247102
케이윌 (K.Will)_니가 하면 로맨스 (Feat 다비치),42,2016,0,37,0.510342,2644.869879,1.455844642,3.094252709,92.28515625,20.0046,0.351461
케이윌 (K.Will)_말해! 뭐해,24,2016,0,37,0.467596,2439.603153,1.211204468,2.685238111,103.359375,16.161,0.320544
코드쿤스트_PARACHUTE (Feat 오혁 & Dok2),15,2015,0,29,0.233393,1917.571827,1.53902564,4.032268365,135.9991776,14.2596,0.236209
키썸 & San E & 태완_슈퍼스타 (Prod by DO),15,2015,1,24,0.379902,2924.732126,1.522472425,7.982153666,89.10290948,21.0104,0.309726
키썸 (Kisum)_ToMom (Feat 인순이),15,2015,1,24,0.40715,2388.75076,1.79350125,1.200923047,95.703125,19.3869,0.26521
타이거JK_Reset (Feat 진실 of Mad Soul Child),24,2015,0,44,0.438478,2359.732057,1.386284929,6.163882049,143.5546875,18.1915,0.352738
태연 (TAEYEON)_1111,116,2016,1,29,0.294938,2371.771836,1.36160921,0.843477016,103.359375,8.35983,0.270861
태연 (TAEYEON)_Fine,116,2017,1,29,0.292135,2846.238601,1.410767738,-0.193162685,117.4538352,14.2203,0.235098
태연 (TAEYEON)_I (Feat 버벌진트),17,2015,1,29,0.461574,2680.06688,1.242346827,4.821199094,89.10290948,20.588,0.326732
태연 (TAEYEON)_Make Me Love You,42,2017,1,29,0.315772,2438.358088,1.162176552,6.68031141,95.703125,15.3955,0.298134
태연 (TAEYEON)_Rain,116,2016,1,29,0.458739,2067.895899,1.249733949,2.616691666,151.9990809,22.3968,0.256786
태연 (TAEYEON)_Starlight (Feat DEAN),116,2016,1,29,0.302484,2925.157316,1.395277844,2.487791962,95.703125,23.809,0.233446
태연 (TAEYEON)_U R,116,2015,1,29,0.303921,2440.360102,1.128280799,-1.877732705,135.9991776,15.2676,0.196341
태연 (TAEYEON)_Why,3,2016,1,29,0.325885,2818.650889,1.368223224,5.092423245,103.359375,18.481,0.30313
태연 (TAEYEON)_쌍둥이자리 (Gemini),42,2015,1,29,0.227371,2801.931352,1.356956337,1.644204944,135.9991776,13.0623,0.22745
태연 (TAEYEON)_제주도의 푸른 밤,17,2016,1,29,0.468876,2785.964607,1.32911012,6.584324564,135.9991776,28.8938,0.323577
태일 (블락비)_좋아한다 안 한다 (Duet 세정 of 구구단) (Prod by 박경),42,2017,0,28,0.391097,2550.209872,1.401878565,1.656813652,103.359375,16.3184,0.271118
포맨_넌 나의 집,116,2015,0,29,0.24316,2042.739043,1.079422201,-2.271243762,135.9991776,10.3619,0.170679
포맨_안아보자,116,2015,0,29,0.248721,2054.293942,1.122699212,-3.044461735,129.1992188,12.3431,0.17484
폴킴_있잖아,24,2017,0,30,0.427337,2226.355631,1.219970544,4.109711692,103.359375,14.8346,0.303924
프라이머리(Primary)_U (Feat 권진아 & 랩몬스터),42,2015,0,35,0.262173,1686.273337,1.422569244,2.818205369,117.4538352,10.7008,0.241012
프라이머리(Primary)_러버 (Feat 오혁) (Rubber),42,2015,0,35,0.196221,1841.328859,1.823957593,3.784389988,112.3471467,8.99944,0.265093
프라이머리(Primary)_마네퀸 (Feat Beenzino & 수란),42,2015,0,35,0.225557,2150.676032,1.848813666,3.311107391,172.265625,12.2838,0.284069
프라이머리(Primary)_머리 세웠어 (Feat 정기고),42,2015,0,35,0.283814,2087.733219,1.709341275,0.614985173,107.6660156,11.9606,0.252137
프라이머리(Primary)_아끼지마 (Don't Be Shy) (Feat 초아 (AOA) & 아이언),16,2015,0,35,0.309489,2611.745673,1.647642067,3.610663581,151.9990809,19.7648,0.314919
프라이머리(Primary)_조만간 봐요 (Feat BSK & 개코),42,2015,0,35,0.220251,1999.224845,1.86974094,2.766865929,99.38401442,8.76847,0.254319
플라이 투 더 스카이 (Fly To The Sky)_그렇게 됐어,42,2015,0,36,0.441705,2383.351874,1.169886973,2.348788009,143.5546875,20.0656,0.278097
플라이 투 더 스카이 (Fly To The Sky)_미워해야 한다면,42,2015,0,36,0.350431,2138.432398,1.095399859,1.326979888,135.9991776,16.141,0.222484
플로우식 (Flowsik) & 해쉬스완 & 보이비 (Boi B) & 우태운 & 지투 (G2)_도깨비,7,2016,0,33,0.252708,2462.981658,1.757479866,6.552907047,123.046875,16.9103,0.340464
하이라이트 (Highlight)_CALLING YOU,3,2017,0,28,0.424343,2704.801983,1.480659636,5.902833813,117.4538352,23.1603,0.292541
하이라이트 (Highlight)_얼굴 찌푸리지 말아요,3,2017,0,28,0.454902,3030.732395,1.340405674,3.072608508,151.9990809,30.4071,0.294648
하하 & MINO_쏘아,15,2016,0,39,0.329195,2505.968494,1.675945787,3.94971206,103.359375,24.76,0.289715
하현우 (국카스텐)_Don't Cry (우리 동네 음악대장),13,2016,0,37,0.325941,2160.911332,1.058365891,0.067037186,151.9990809,18.6765,0.205476
하현우 (국카스텐)_걱정말아요 그대 (우리 동네 음악대장),13,2016,0,37,0.217488,2229.158962,1.119268898,-5.154410335,129.1992188,19.7689,0.128753
하현우 (국카스텐)_매일 매일 기다려 (우리 동네 음악대장),13,2016,0,37,0.46852,2690.935734,1.211838555,3.38522528,107.6660156,41.9009,0.245961
하현우 (국카스텐)_하여가 (何如歌) (우리 동네 음악대장),13,2016,0,37,0.430228,2710.208307,1.227736722,4.356487975,99.38401442,42.5816,0.244482
한동근_그대라는 사치,116,2016,0,25,0.289142,1671.340039,1.125616704,-0.070077398,135.9991776,12.4033,0.199431
한동근_미치고 싶다,116,2017,0,25,0.409982,2187.341489,1.308171498,3.770653109,123.046875,17.4858,0.275253
한동근_이 소설의 끝을 다시 써보려 해,116,2014,0,25,0.288722,1945.649883,1.170379703,-0.940686387,135.9991776,13.273,0.202661
허각 & 정은지_바다,3,2016,0,33,0.410337,2199.534154,1.373204302,2.401962719,103.359375,14.1864,0.277584
허각 & 정인_동네술집,116,2015,0,33,0.276468,1650.16176,1.227958538,0.447259487,129.1992188,8.82524,0.22469
허각_밤을 새 (Feat 베이식),14,2015,0,33,0.291952,2028.44935,1.503728165,0.88690206,99.38401442,13.1687,0.209011
허각_사월의 눈,116,2015,0,33,0.320839,1771.596664,1.159038013,-1.148959559,129.1992188,9.60637,0.236733
헤이즈 (Heize)_And July (Feat DEAN & DJ Friz),15,2016,1,27,0.38655,2274.376201,1.597290344,6.704639636,99.38401442,15.026,0.349489
헤이즈 (Heize)_Round And Round (Feat 한수지),24,2017,1,27,0.469973,1575.629056,1.117479108,4.427754778,117.4538352,14.7015,0.279359
헤이즈 (Heize)_Shut Up & Groove (Feat DEAN),15,2016,1,27,0.285342,2612.514418,1.431510379,1.339916192,112.3471467,15.1706,0.278827
헤이즈 (Heize)_널 너무 모르고,15,2017,1,27,0.24142,2410.500458,1.654421897,3.374216348,103.359375,14.6837,0.263049
헤이즈 (Heize)_돌아오지마 (Feat 용준형 of 비스트),15,2016,1,27,0.305701,1901.350369,1.557261909,-0.018937231,95.703125,11.8401,0.246963
헤이즈 (Heize)_먹구름 (Feat nafla),15,2017,1,27,0.270509,2157.157988,1.782681895,5.101614087,103.359375,13.5926,0.302434
헤이즈 (Heize)_비도 오고 그래서 (Feat 신용재),15,2017,1,27,0.266486,2238.276496,1.293520704,-1.433333484,161.4990234,19.4682,0.209873
헤이즈 (Heize)_저 별,14,2016,1,27,0.294994,2299.789196,1.303549124,-2.321575907,135.9991776,17.4361,0.206746
헨리 (HENRY)_그리워요 (Girlfriend),42,2017,0,29,0.304308,1770.404067,1.175597674,-1.649491447,151.9990809,8.06188,0.231884
혁오 (HYUKOH)_Hooka,17,2015,0,25,0.31671,2034.43857,1.141775702,5.821628225,161.4990234,12.947,0.266583
혁오 (HYUKOH)_TOMBOY,17,2017,0,25,0.353724,2153.685977,1.074871123,1.567487812,143.5546875,19.2853,0.233769
혁오 (HYUKOH)_공드리,17,2015,0,25,0.20624,917.0715808,0.921919791,-10.40993665,161.4990234,6.68702,0.143093
혁오 (HYUKOH)_와리가리,17,2015,0,25,0.247658,1909.835238,1.532509028,0.584340421,117.4538352,11.7407,0.231955
혁오 (HYUKOH)_위잉위잉,17,2014,0,25,0.405645,1676.272176,1.394457323,1.580190966,123.046875,15.0018,0.25
혁오 (HYUKOH)_큰새,17,2015,0,25,0.369951,2005.282541,1.21277735,4.595676128,129.1992188,13.8487,0.30017
현아 (HyunA)_어때,15,2016,1,26,0.425348,2867.008135,1.720501715,6.293829396,99.38401442,30.6985,0.335757
현아 (HyunA)_잘나가서 그래 (Feat 정일훈 of BTOB),3,2015,1,26,0.300197,2710.623342,1.781201603,5.599958683,103.359375,26.09,0.33696
홍대광_잘됐으면 좋겠다,13,2015,0,33,0.472431,2741.340303,1.43192766,2.082071329,117.4538352,25.5812,0.295127
환희_사랑이 아프다,24,2016,0,36,0.391287,1941.245252,1.147160753,1.968005694,129.1992188,12.0874,0.262031
황광희 & 개코 (GAEKO)_당신의 밤 (Feat 오혁),15,2016,0,30,0.300739,2462.695867,1.436898285,-0.897757631,135.9991776,20.8076,0.241849
황치열_매일 듣는 노래 (A Daily Song),116,2017,0,36,0.335814,2121.624719,1.128778351,-0.252164619,129.1992188,12.2595,0.232756
황태지 (황광희 & 태양 & 지드래곤)_맙소사,3,2015,0,30,0.35233,2613.912126,1.590197072,5.521618791,107.6660156,28.852,0.310573
효린 & 창모 (CHANGMO)_BLUE MOON (Prod by GroovyRoom),3,2017,1,27,0.334277,2134.799974,1.479134066,5.640101128,107.6660156,14.8673,0.259061
